Movie Name,Time,Rating,Top 7 Cast,Western,Documentary,Music,TV Movie,War,History,Horror,Romance,Drama,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
How to Lose a Guy in 10 Days (2003),116,68,Kate HudsonAndie Anderson; Matthew McConaugheyBenjamin Barry; Kathryn HahnMichelle Rubin; Annie ParisseJeannie Ashcroft; Adam GoldbergTony; Thomas LennonThayer; Michael MicheleJudy Spears,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The SpongeBob SquarePants Movie (2004),87,70,Tom KennySpongeBob / Narrator / Gary / Various (voice); Clancy BrownMr. Krabs (voice); Rodger BumpassSquidward / Fish #4 (voice); Bill FagerbakkePatrick Star / Fish #2 / Chum Customer / Local Fish (voice); Mr. LawrencePlankton / Fish #7 / Attendant #2 (voice); Jill TalleyKaren / Old Lady (voice); Carolyn LawrenceSandy (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
Let's Go To Rose Motel (2013),87,40,Sung Eun-chaeSa-Ra; Jang Sung-wonWoo Do-hwanSung Soo; Yeo Min-jeong,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street (1994),114,67,Mara WilsonSusan Walker; Richard AttenboroughKris Kringle; Dylan McDermottBryan Bedford; Elizabeth PerkinsDorey Walker; J.T. WalshEd Collins; James RemarJack Duff; Robert ProskyJudge Henry Harper,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Snake Eyes: G.I. Joe Origins (2021),121,65,Henry GoldingSnake Eyes; Andrew KojiTommy / Storm Shadow; Haruka AbeAkiko; Úrsula CorberóThe Baroness; Samara WeavingScarlett; Takehiro HiraKenta; Eri IshidaSen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sixty Minutes (2024),89,68,Emilio SakrayaOctavio Bergmann; Dennis MojenPaul Lehmann; Marie MouroumCosima; Paul WollinChino; Florian SchmidtkeWinkler; Aristo LuisBenko; José BarrosRico,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
The Man with the Golden Gun (1974),125,64,Roger MooreJames Bond; Christopher LeeFrancisco Scaramanga; Britt EklandMary Goodnight; Maud AdamsAndrea Anders; Hervé VillechaizeNick Nack; Clifton JamesSheriff J.W. Pepper; Richard LooHai Fat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Beautiful Wedding (2024),95,55,Dylan SprouseTravis Maddox; Virginia GardnerAbby Abernathy; Austin NorthShepley Maddox; Libe BarerAmerica Mason; Rob EstesBenny; Steven BauerSancho; Kyle RichardsVivian Hayes,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Meet the Robinsons (2007),95,69,Daniel HansenLewis (voice); Jordan FryLewis (voice); Wesley SingermanWilbur (voice); Matthew JostenMichael 'Goob' Yagoobian (voice); Stephen J. AndersonBowler Hat Guy / Grandpa Bud / Tallulah (voice); Tom SelleckCornelius Robinson (voice); Tom KennyMr. Willerstein (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
I Saw the TV Glow (2024),100,61,Justice SmithOwen; Brigette Lundy-PaineMaddy; Ian ForemanYoung Owen; Helena HowardIsabel; Lindsey JordanTara; Danielle DeadwylerBrenda; Fred DurstFrank,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Valerian and the City of a Thousand Planets (2017),137,66,Dane DeHaanValerian; Cara DelevingneLaureline; Clive OwenCommander Arün Filitt; RihannaBubble; Ethan HawkeJolly the Pimp; Herbie HancockDefence Minister; Kris WuSergeant Neza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Saw X (2023),118,72,Tobin BellJohn Kramer; Shawnee SmithAmanda Young; Synnøve Macody LundCecilia Pederson; Steven BrandParker Sears; Renata VacaGabriela; Joshua OkamotoDiego; Octavio Hinojosa MartínezMateo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Independence Day: Resurgence (2016),120,53,Liam HemsworthJake Morrison; Jeff GoldblumDavid Levinson; Jessie T. UsherDylan Hiller; Bill PullmanPresident Whitmore; Maika MonroePatricia Whitmore; Travis TopeCharlie Miller; AngelaBabyRain Lao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Gray Man (2022),129,70,Ryan GoslingSix; Chris EvansLloyd Hansen; Ana de ArmasDani Miranda; Billy Bob ThorntonFitzroy; Jessica HenwickSuzanne Brewer; DhanushAvik San; Alfre WoodardMargaret Cahill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Alice in Wonderland (1951),75,72,Kathryn BeaumontAlice (voice); Ed WynnMad Hatter (voice); Richard HaydnCaterpillar (voice); Sterling HollowayCheshire Cat (voice); Jerry ColonnaMarch Hare (voice); Verna FeltonQueen of Hearts (voice); J. Pat O'MalleyWalrus / Carpenter / Dee / Dum (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
American Pie Presents: The Naked Mile (2006),97,55,John WhiteErik Stifler; Jessy SchramTracy; Steve TalleyDwight Stifler; Christopher McDonaldMr. Stifler; Eugene LevyMr. Levenstein; Ross ThomasRyan; Jake SiegelCooze,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Woman King (2022),135,77,Viola DavisNanisca; Thuso MbeduNawi; Lashana LynchIzogie; Sheila AtimAmenza; John BoyegaKing Ghezo; Jordan BolgerMalik; Hero Fiennes TiffinSanto Ferreira,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Wish of the Fairy Fish (2023),115,81,Nikita KologrivyyЕмеля; Mila ErshovaВасилиса; Alina AlekseevaАнфиса; Yuri Kolokolnikovлорд Ротман; Roman MadyanovЦарь; Fyodor LavrovКощей; Agrippina SteklovaАгриппина,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
Hitman: Agent 47 (2015),96,59,Rupert FriendAgent 47; Zachary QuintoJohn Smith; Hannah WareKatia; Emilio RiveraFabian; Rolf KaniesDr. Delriego; Thomas KretschmannLe Clerq; Dan BakkedahlSanders,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Shack (2017),132,75,Sam WorthingtonMack Phillips; Octavia SpencerPapa / Elouisa; Tim McGrawWillie; Aviv AlushJesus; SumireSarayu; Radha MitchellNan Phillips; Graham GreeneMale Papa,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Thor: Ragnarok (2017),131,76,Chris HemsworthThor; Mark RuffaloBruce Banner / Hulk; Tom HiddlestonLoki; Cate BlanchettHela; Idris ElbaHeimdall; Jeff GoldblumGrandmaster; Tessa ThompsonValkyrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mission: Impossible - Rogue Nation (2015),131,72,Tom CruiseEthan Hunt; Jeremy RennerWilliam Brandt; Simon PeggBenji Dunn; Rebecca FergusonIlsa Faust; Ving RhamesLuther Stickell; Sean HarrisLane; Simon McBurneyAtlee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sniper: The White Raven (2022),120,77,Pavlo AldoshynMykola; Maryna KoshkinaNastia; Andrii MostrenkoCap; Roman SemysalBrigade commander; Roman YasinovskyiOleh ShulhaYehor KozlovIvan; Yevhen ChernykovVadym KurylkoHyurza; Zakhar Shadrin,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Accountant (2016),128,71,Ben AffleckChristian Wolff; Cynthia Addai-RobinsonMarybeth Medina; Anna KendrickDana Cummings; J.K. SimmonsRay King; Jon BernthalBrax; John LithgowLamar Blackburn; Jeffrey TamborFrancis Silverberg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Sound of Freedom (2023),131,80,Jim CaviezelTim Ballard; Mira SorvinoKatherine Ballard; Bill CampVampiro; Gerardo TaracenaEl Alacrán; Kurt FullerJohn Bryant; José ZúñigaRoberto; Eduardo VerásteguiPablo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Magnificent Seven (2016),132,65,Denzel WashingtonSam Chisolm; Chris PrattJoshua Farraday; Ethan HawkeGoodnight Robicheaux; Vincent D'OnofrioJack Horne; Lee Byung-hunBilly Rocks; Manuel Garcia-RulfoVasquez; Martin SensmeierRed Harvest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Straight Outta Compton (2015),147,78,O'Shea Jackson Jr.Ice Cube; Corey HawkinsDr. Dre; Jason MitchellEazy-E; Neil Brown Jr.DJ Yella; Aldis HodgeMC Ren; Marlon Yates Jr.D.O.C.; R. Marcos TaylorSuge Knight,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Woody Woodpecker Goes to Camp (2024),101,65,Eric BauzaWoody Woodpecker (voice); Kevin Michael RichardsonBuzz Buzzard (voice); Tom KennyWally Walrus (voice); Mary-Louise ParkerAngie; Josh LawsonZane; Chloe De Los SantosMaggie; Kershawn TheodoreMikey,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Blood Diamond (2006),143,75,Leonardo DiCaprioDanny Archer; Djimon HounsouSolomon Vandy; Jennifer ConnellyMaddy Bowen; Kagiso KuypersDia Vandy; Arnold VoslooColonel Coetzee; Antony ColemanCordell Brown; Benu MabhenaJassie Vandy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Hidden Figures (2016),127,81,Taraji P. HensonKatherine G. Johnson; Octavia SpencerDorothy Vaughan; Janelle MonáeMary Jackson; Kevin CostnerAl Harrison; Kirsten DunstVivian Mitchell; Jim ParsonsPaul Stafford; Mahershala AliJim Johnson,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bruce Almighty (2003),101,67,Jim CarreyBruce Nolan; Morgan FreemanGod; Jennifer AnistonGrace Connelly; Philip Baker HallJack Baylor; Catherine BellSusan Ortega; Lisa Ann WalterDebbie; Steve CarellEvan Baxter,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Hateful Eight (2015),188,78,Samuel L. JacksonMajor Marquis Warren; Kurt RussellJohn 'The Hangman' Ruth; Jennifer Jason LeighDaisy Domergue; Walton GogginsSheriff Chris Mannix; Demián BichirBob; Tim RothOswaldo Mobray; Michael MadsenJoe Gage,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Memory (2022),114,68,Liam NeesonAlex Lewis; Guy PearceVincent Serra; Taj AtwalLinda Amistead; Harold TorresHugo Marquez; Ray FearonSpecial Agent Gerald Nussbaum; Monica BellucciDavana Sealman; Ray StevensonDetective Danny Mora,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Naked Gun 2½: The Smell of Fear (1991),85,68,Leslie NielsenLt. Frank Drebin; Priscilla PresleyJane Spencer; George KennedyEd Hocken; O.J. SimpsonNordberg; Robert GouletQuentin Hapsburg; Richard GriffithsDr. Meinheimer / Earl Hacker; Jacqueline BrookesCommissioner Brumford,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Pope's Exorcist (2023),103,70,Russell CroweFather Gabriele Amorth; Daniel ZovattoFather Esquibel; Alex EssoeJulia; Peter DeSouza-FeighoneyHenry; Ralph InesonAsmodeus (voice); Laurel MarsdenAmy; Franco NeroThe Pope,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Nightcrawler (2014),118,77,Jake GyllenhaalLouis Bloom; Riz AhmedRick; Rene RussoNina Romina; Bill PaxtonJoe Loder; Kevin RahmFrank Kruse; Michael HyattDetective Frontieri; Price CarsonDetective Lieberman,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Alvin and the Chipmunks: The Squeakquel (2009),88,56,Zachary LeviToby; David CrossIan; Jason LeeDave; Justin LongAlvin (voice); Matthew Gray GublerSimon (voice); Jesse McCartneyTheodore (voice); Amy PoehlerEleanor (voice),0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Just Go with It (2011),117,67,Adam SandlerDanny Maccabee; Jennifer AnistonKatherine Murphy; Brooklyn DeckerPalmer Dodge; Nicole KidmanDevlin Adams; Nick SwardsonEddie Simms; Bailee MadisonMaggie Murphy; Griffin GluckMichael Murphy,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Addams Family Values (1993),94,70,Anjelica HustonMorticia Addams; Raúl JuliáGomez Addams; Christopher LloydUncle Fester; Joan CusackDebbie Jellinsky; Christina RicciWednesday Addams; Carol KaneGranny; Jimmy WorkmanPugsley Addams,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
The Pianist (2002),150,84,Adrien BrodyWładysław 'Władek' Szpilman; Thomas KretschmannCaptain Wilm Hosenfeld; Frank FinlayFather; Maureen LipmanMother; Emilia FoxDorota; Ed StoppardHenryk Szpilman; Julia RaynerRegina Szpilman,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trigger Warning (2024),106,58,Jessica AlbaParker; Anthony Michael HallEzekiel Swann; Tone BellSpider; Mark WebberJesse Swann; Jake WearyElvis Swann; Gabriel BassoMike; Kaiwi LymanGhost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Whale (2022),117,78,Brendan FraserCharlie; Sadie SinkEllie; Ty SimpkinsThomas; Hong ChauLiz; Samantha MortonMary; Sathya SridharanDan the Pizza Man; Jacey SinkYoung Ellie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Martian (2015),141,77,Matt DamonMark Watney; Jessica ChastainMelissa Lewis; Kristen WiigAnnie Montrose; Jeff DanielsTeddy Sanders; Michael PeñaRick Martinez; Sean BeanMitch Henderson; Kate MaraBeth Johanssen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Boy Kills World (2024),110,68,Bill SkarsgårdBoy; Jessica RotheJune27; H. Jon BenjaminVoice of Boy (voice); Michelle DockeryMelanie Van Der Koy; Brett GelmanGideon Van Der Koy; Sharlto CopleyGlen Van Der Koy; Andrew KojiBasho,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Demon Disorder (2024),86,56,John NobleGeorge Reilly; Charles CottierPhillip Reilly; Christian WillisGraham Reilly; Dirk HunterJake Reilly; Tobie WebsterCole Nichols; Liam WallaceYoung Graham; ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tinker Bell and the Legend of the NeverBeast (2014),77,73,Ginnifer GoodwinFawn (voice); Mae WhitmanTinker Bell (voice); Rosario DawsonNyx (voice); Lucy LiuSilvermist (voice); Raven-SymonéIridessa (voice); Megan HiltyRosetta (voice); Pamela AdlonVidia (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
When Evil Lurks (2023),100,73,Ezequiel RodríguezPedro; Demián SalomónJimi; Silvina SabaterMirtha; Virginia GarófaloSabrina; Emilio VodanovichJair; Marcelo MichinauxSantino; Lucrecia Niron TalazacVicky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
After the Pandemic (2022),84,50,Lelyn MacJimmy; Eve JamesEllie; Kannon SmithQuinn; Juniper PreacherDerek SneddonAlex McCormickGu SewenVirginia FivasLeslie Ldmaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Hunger Games: Catching Fire (2013),146,74,Jennifer LawrenceKatniss Everdeen; Josh HutchersonPeeta Mellark; Liam HemsworthGale Hawthorne; Woody HarrelsonHaymitch Abernathy; Elizabeth BanksEffie Trinket; Donald SutherlandPresident Coriolanus Snow; Lenny KravitzCinna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Shot Caller (2017),121,70,Nikolaj Coster-WaldauJacob 'Money' Harlon; Omari HardwickKutcher; Jon BernthalFrank 'Shotgun'; Lake BellKate Harlon; Emory CohenHowie; Jeffrey DonovanBottles; Holt McCallanyJerry 'The Beast' Manning,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Nocturnal Animals (2016),117,74,Amy AdamsSusan Morrow; Jake GyllenhaalEdward Sheffield / Tony Hastings; Michael ShannonBobby Andes; Aaron Taylor-JohnsonRay Marcus; Isla FisherLaura Hastings; Ellie BamberIndia Hastings; Armie HammerHutton Morrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Escape Plan (2013),115,67,Sylvester StalloneRay Breslin; Arnold SchwarzeneggerEmil Rottmayer; Jim CaviezelWillard Hobbes; 50 CentHush; Sam NeillDr. Kyrie; Vinnie JonesDrake; Faran TahirJaved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Wishmaster 2: Evil Never Dies (1999),96,55,Holly FieldsMorgana; Chris WeberEric; Al FosterSecurity Guard #1; Andrew DivoffDemerest; Vyto RuginisHosticka; Randy HallCop #1; Maria GeneroReporter,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Flamin' Hot (2023),99,80,Jesse GarciaRichard Montañez; Annie GonzalezJudy Montañez; Emilio RiveraVacho Montañez; Vanessa MartinezConcha Montañez; Dennis HaysbertClarence C. Baker; Tony ShalhoubRoger Enrico; Pepe SernaAbuelito,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ruby Gillman, Teenage Kraken (2023)",91,73,Lana CondorRuby Gillman (voice); Toni ColletteAgatha Gillman (voice); Annie MurphyChelsea Van Der Zee (voice); Sam RichardsonUncle Brill (voice); Liza KoshyMargo (voice); Will ForteGordon Lighthouse (voice); Colman DomingoArthur Gillman (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Godzilla vs. Kong (2021),114,76,Alexander SkarsgårdNathan Lind; Rebecca HallIlene Andrews; Kaylee HottleJia; Brian Tyree HenryBernie Hayes; Millie Bobby BrownMadison Russell; Julian DennisonJosh Valentine; Demián BichirWalter Simmons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Indiana Jones and the Temple of Doom (1984),118,73,Harrison FordIndiana Jones; Kate CapshawWillie Scott; Ke Huy QuanShort Round; Amrish PuriMola Ram; Roshan SethChattar Lal; Philip StonePhillip Blumburtt; Roy ChiaoLao Che,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Now You See Me 2 (2016),129,68,Jesse EisenbergJ. Daniel Atlas; Mark RuffaloDylan Rhodes; Woody HarrelsonMerritt McKinney / Chase McKinney; Morgan FreemanThaddeus Bradley; Dave FrancoJack Wilder; Daniel RadcliffeWalter Mabry; Lizzy CaplanLula,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Shaolin Soccer (2001),113,71,Stephen Chow Sing-ChiMighty Steel Leg / Sing; Zhao WeiMui; Richard Ng Man-TatFung; Patrick Tse YinHung; Wong Yat-FeiIron Head; Meilin MoHooking Leg; Tenky Tin Kai-ManIron Shirt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sherlock Holmes (2009),129,72,Robert Downey Jr.Sherlock Holmes; Jude LawDr. John Watson; Rachel McAdamsIrene Adler; Mark StrongLord Henry Blackwood; Eddie MarsanInspector Lestrade; Robert MailletDredger; Geraldine JamesMrs. Hudson,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Couples Retreat (2009),113,56,Vince VaughnDave; Jason BatemanJason; Jon FavreauJoey; Faizon LoveShane; Kristin DavisLucy; Malin ÅkermanRonnie; Kristen BellCynthia,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Saturday Night (2024),109,69,Gabriel LaBelleLorne Michaels; Rachel SennottRosie Shuster; Cory Michael SmithChevy Chase; Ella HuntGilda Radner; Dylan O'BrienDan Aykroyd; Emily FairnLaraine Newman; Matt WoodJohn Belushi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Dark Tower (2017),95,58,Idris ElbaRoland Deschain; Matthew McConaugheyWalter O’Dim; Tom TaylorJake Chambers; Claudia KimArra Champignon; Fran KranzPimli Prentiss; Abbey LeeTirana; Jackie Earle HaleyRichard Sayre,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Incendies (2010),131,81,Lubna AzabalNawal; Mélissa Désormeaux-PoulinJeanne Marwan; Maxim GaudetteSimon Marwan; Rémy GirardNotary Lebel; Allen AltmanNotaire Maddad; Abdelghafour ElaazizAbou Tarek; Dominique BriandProfessor Niv Cohen,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Suzume (2022),121,79,Nanoka HaraSuzume Iwato (voice); Hokuto MatsumuraSouta Munakata (voice); Eri FukatsuTamaki Iwato (voice); Shota SometaniMinoru Okabe (voice); Sairi ItoRumi Ninomiya (voice); Kotone HanaseChika Amabe (voice); Kana HanazawaTsubame Iwato (voice),0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
Piece by Piece (2024),94,75,Pharrell WilliamsPharrell Williams (voice); Chad HugoChad Hugo (voice); Gwen StefaniGwen Stefani (voice); Kendrick LamarKendrick Lamar (voice); TimbalandTimbaland (voice); Justin TimberlakeJustin Timberlake (voice); Busta RhymesBusta Rhymes (voice),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
American Pie Presents: Beta House (2007),89,57,"John WhiteErik Stifler; Steve TalleyDwight Stifler; Christopher McDonaldMr. Stifler; Eugene LevyNoah Levenstein; Meghan HeffernAshley; Jake SiegelMike ""Cooze"" Coozeman; Nick NicoteraBobby",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Incredible Hulk (2008),114,62,Edward NortonBruce Banner; Liv TylerBetty Ross; Tim RothEmil Blonsky; William HurtGeneral 'Thunderbolt' Ross; Tim Blake NelsonSamuel Sterns; Ty BurrellLeonard; Christina CabotMajor Kathleen Sparr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Charlie's Angels (2000),98,58,Cameron DiazNatalie Cook; Drew BarrymoreDylan Sanders; Lucy LiuAlex Munday; Bill MurrayJohn Bosley; Sam RockwellEric Knox; Tim CurryRoger Corwin; Kelly LynchVivian Wood,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
Amsterdam (2022),134,60,Christian BaleBurt Berendsen; Margot RobbieValerie Voze; John David WashingtonHarold Woodman; Alessandro NivolaDetective Hiltz; Andrea RiseboroughBeatrice Vandenheuvel; Anya Taylor-JoyLibby Voze; Chris RockMilton King,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Retribution (2023),91,66,Liam NeesonMatt Turner; Lilly AspellEmily Turner; Jack ChampionZach Turner; Matthew ModineAnders Muller; Noma DumezweniAngela Brickmann; Embeth DavidtzHeather Turner; Arian MoayedSylvain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
The Visit (2015),94,63,Olivia DeJongeRebecca Jamison; Ed OxenbouldTyler Jamison; Deanna DunaganNana; Peter McRobbiePop Pop; Kathryn HahnLoretta Jamison; Celia Keenan-BolgerStacey; Samuel StricklenConductor,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Complete Unknown (2024),140,80,Timothée ChalametBob Dylan; Edward NortonPete Seeger; Elle FanningSylvie Russo; Monica BarbaroJoan Baez; Joe TippettDave Van Ronk; Eriko HatsuneToshi Seeger; Peter Gray LewisFrank (Lawyer),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Flushed Away (2006),84,63,Hugh JackmanRoddy (voice); Kate WinsletRita (voice); Ian McKellenThe Toad (voice); Jean RenoLe Frog (voice); Bill NighyWhitey (voice); Andy SerkisSpike (voice); Shane RichieSid (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Garfield (2004),80,57,Bill MurrayGarfield (voice); Breckin MeyerJon; Jennifer Love HewittLiz; Stephen TobolowskyHappy Chapman; Evan ArnoldWendell; Mark Christopher LawrenceChristopher Mello; Jimmy KimmelSpanky (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Aristocats (1970),78,73,Phil HarrisO'Malley (voice); Eva GaborDuchess (voice); Sterling HollowayRoquefort (voice); Scatman CrothersScat Cat (voice); Paul WinchellChinese Cat (voice); Lord Tim HudsonEnglish Cat (voice); Vito ScottiItalian Cat (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Unfaithful (2002),124,67,Richard GereEdward Sumner; Diane LaneConstance Sumner; Olivier MartinezPaul Martel; Erik Per SullivanCharlie Sumner; Zeljko IvanekDetective Dean; Gary BasarabaDetective Mirojnick; Kate BurtonTracy,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ace Ventura: Pet Detective (1994),86,66,Jim CarreyAce Ventura; Courteney CoxMelissa; Sean YoungEinhorn; Tone LocEmilio; Dan MarinoDan Marino; Noble WillinghamRiddle; Troy EvansPodacter,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cocaine Bear (2023),95,60,Keri RussellSari; Alden EhrenreichEddie; O'Shea Jackson Jr.Daveed; Ray LiottaSyd; Isiah Whitlock Jr.Bob; Brooklynn PrinceDee Dee; Christian ConveryHenry,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
That's My Boy (2012),116,58,Adam SandlerDonny Berger; Andy SambergTodd Peterson; Leighton MeesterJamie Martin; Vanilla IceVanilla Ice; Tony OrlandoSteve Spirou; Will FortePhil; Milo VentimigliaChad,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Skincare (2024),96,59,Elizabeth BanksHope Goldman; Lewis PullmanJordan; Michaela Jaé RodriguezMarine; Luis Gerardo MéndezAngel Vergara; Nathan FillionBrett Wright; Erik PalladinoArmen; John BillingsleyJeff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Mummy: Tomb of the Dragon Emperor (2008),112,55,Brendan FraserRick O'Connell; Maria BelloEvelyn O'Connell; John HannahJonathan Carnahan; Luke FordAlex O'Connell; Isabella LeongLin; Jet LiHan; Michelle YeohZi Yuan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
The Ritual (2017),94,63,Rafe SpallLuke; Arsher AliPhil; Robert James-CollierHutch; Sam TroughtonDom; Paul ReidRobert; Matthew NeedhamJunkie; Jacob James BeswickFiend,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Bound by Honor (1993),180,81,Damian ChapaMiklo; Jesse BorregoCruz; Benjamin BrattPaco; Enrique CastilloMontana; Victor RiversMagic Mike; Delroy LindoBonafide; Tom TowlesRed Ryder,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Hot Girls Wanted (2015),84,61,Stella MaySelf; Brian OmallySelf - Founder of Hussie Models; Ava TaylorSelf; John AnthonySelf; Kelly SilgueroSelf - Tressa's Mother; Emeterio SilgueroSelf - Tressa's Father; Ava KellySelf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Manches Frida 2: Paradise Lost (2019),102,79,"Omar ChaparroEzequiel ""Zequi"" Alcántara; Martha HigaredaMiss Lucy; Carla AdellLaura; Fernanda CastilloCaro; Regina PavónMónica; Karen FurlongNayeli; Rosanna EngelTania",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
